"id","description","allocation","agency_id","ministry_id","date_commissioned","location_type","location_id","status_id","type_id","user_id"
8144,"PROCUREMENT OF 3INCH WATER PUMPING MACHINES FOR BOARDER COMMUNITIES OF NGALA LGA, BORNO CENTRAL SENATORIAL DISTRICT, BORNO STATE.",57000000,29,244,1/1/2018,localGovernment,166,5,2,1
8145,"BIOLOGICAL CONTROL OF DEGRADED IDOFIAN-IGBAJA ROAD IN KWARA SOUTH SENATORIAL DISTRICT, KWARA STATE.",170000000,11,356,1/1/2018,localGovernment,789,5,2,1
8146,"PROCUREMENT OF MOTOR BIKES FOR EMPOWERMENT IN TARABA SOUTH SENATORIAL DISTRICT, TARABA STATE.",100000000,23,1,1/1/2018,localGovernment,800,5,2,1
8147,"THREE (3) LIBRARIES FOR SECONDARY SCHOOL AND SHELVES. IGBOTAKO, IDEPE AND ODE-ILERE, ONDO STATE",40000000,10,237,2016-01-01,localGovernment,581,5,2,1
8148,"""IMPROVEMENT OF WATER SCHEME OF ABUNABO TOWN IN GURI
L.G.A JIGAWA STATE.""",6000000,28,236,2015-01-01,localGovernment,314,1,2,1
8149,"CONSTRUCTION OF MOTORISED BOREHOLE IN EJUKU,MOPAMURO LGA, KOGI WEST SENATORIAL DISTRICT, KOGI
STATE.",20000000,3,2,6/1/2019,localGovernment,470,5,2,1
8150,SENSITIZATION /AWARENESS PROGRAMME AGAIST DRUG ABUSE IN LOCAL LANGUAGES IN IKOLE/OYE FEDERAL CONSTITUENCY OF EKITI STATE,30000000,16,218,01/06/2019,localGovernment,245,5,2,1
8151,YOUTH AND WOMEN EMPOWERMENT IN B/GWARI- GIWA LGAs KADUNA STATE,10000000,29,254,2016-01-01,localGovernment,331,6,2,1
8152,"COMPLETION OF IMEKO TOWN HALL AND MATERNITY CENTER AT AYETORO IN IMEKO- AFON LGA AND EGBADO NORTH LGA,
OGUN STATE",20000000,23,374,2018-01-01,localGovernment,560,2,2,1
8153,PURCHASE OF TRICYCLE FOR YOUTHS IN UKWA EAST//WEST LGA FEDERAL CONSTITUENCY OF ABIA STATE.,30000000,29,244,01/01/2018,localGovernment,14,5,2,1
8154,"FURNISHING OF AMAGU SKILL ACQUISITION CENTRE ABAKALIKI LGA, EBONYI STATE",50000000,3,122,2017-01-01,localGovernment,209,1,2,1
8155,"AGRIC BUSINESS TRAINING FOR YOUTH IN IFO/EWEKORO FEDERAL CONSTITUENCY, OGUN STATE.",20000000,29,244,2018-01-01,localGovernment,554,5,2,1
8156,"YOUTH & WOMEN EMPOWERMENT PROGRAM IN GUMMI LG, ZAMFARA STATE",60000000,5,1,1/1/2018,localGovernment,751,5,2,1
8157,"(i). SUPPLY OF EMPOWERMENT MATERIALS PURCHASE OF VEHICLE (ALIMOSHO) IN LAGOS WEST SENATORIAL DISTRICT, LAGOS
STATE.",33000000,3,2,1/1/2018,localGovernment,790,5,2,1
8158,SUPPLY OF KEKE NAPEP TO ZARIA FED CONST KADUNA STATE,26900000,29,254,2015-01-01,localGovernment,331,1,2,1
8159,"SUPPLY AND DISTRIBUTION OF ICT MATERIALS FOR UNEMPLOYED WOMEN IN OYO CENTRAL SENATORIAL DISTRICT, OYO STATE",150000000,29,244,01/01/2018,localGovernment,796,5,2,1
8160,"PROVISION OF 3 NOS HILUX PETROL IN PORT HARCOURT FEDERAL CONSTITUENCY 1, RIVERS STATE",38280000,32,246,2016-01-01,localGovernment,688,1,2,1
8161,PROVISION HAND PUMP BOREHOLES CHARANCHI& RIMI LGA KATSINA STATE,25000000,28,284,2016-01-01,localGovernment,404,6,2,1
8162,"""ENTREPRENEURSHIP TRAINING FOR WOMEN & YOUTH IN GBOKO/TARKA,
BENUE STATE""",100000000,23,278,2019-06-01,localGovernment,123,5,2,1
8163,YOUTH EMPOWERMENT SCHEME IN ELEVEN LGA OF KATSINA SOUTH SENATORIAL DISTRICT,150000000,28,284,2015-01-01,localGovernment,399,1,2,1
8164,"CONSTRUCTION OF PRIMARY HEALTH CARE CENTRE IN IBADAN NORTH FEDERAL CONSTITUENCY, IBADAN NORTH LOCAL GOVERNMENT, OYO STATE.",5000000,4,329,01/01/2018,localGovernment,624,5,2,1
8165,CONSTRUCTION OF 3 BLOCKS OF CLASSROOM AT MBAUSU KINDRED,12000000,10,173,01/01/2017,localGovernment,804,1,3,1
8166,"CONSTRUCTION OF  BLOCKS OF
2CLASSROOMS IN CHIKUN/KAJURU FEDERAL CONSTITUENCY, KADUNA STATE",50000000,29,244,1/1/2018,localGovernment,332,5,2,1
8167,"SUPPLY OF 50 UNITS CASSAVA PROCESSING MACHINE, ABI/YAKURR FEDERAL CONSTITUENCY, CROSS RIVER STATE",17380000,3,2,2016-01-01,localGovernment,173,1,2,1
8168,"MOTORIZED BOREHOLE WITH OVERHEAD TANK OGBE AKPIASA COMMUNITY IN AKOKO-EDO FEDERAL CONSTITUENCY,
EDO STATE",6000000,28,295,01/06/2019,localGovernment,778,5,2,1
8169,STREET LIGHTENING WITH IN THE FEDERAL UNIVERSITY KASHERE IN GOMBE CENTRAL SENATORIAL DISTRICT,100000000,10,376,2015-01-01,localGovernment,781,1,2,1
8170,"SUPPLY OF MOTORCYCLES IN BALI /
GASSOL, TARABA STATE",50000000,29,35,1/1/2018,localGovernment,717,5,2,1
8171,"COMPLETION OF A BLOCK OF BUILDING AT OKE-ODAN POLICE STATION, IN OGUN WEST SENATORIAL DISTRICT, OGUN STATE.",8000000,30,316,2018-01-01,localGovernment,552,5,2,1
8172,"CONSTRUCTION OF 1 BLOCKS OF 3 CLASSROOMS IN UMUERI GILS SECONDARY SCHOOL, ANAMBRA EAST LGA, ANAMBRA STATE",15000000,28,232,2016-01-01,localGovernment,72,6,2,1
8173,"SENSITIZATION PROGRAMME FOR YOUTH AND PEACE BUILDING AND ADVOCACY ON WOMEN AND PEACE BUILDING IN DAURA /MAIADUA /SANDAMU FED CONSTITUENCY, KATSINA STATE",70000000,13,180,6/1/2019,localGovernment,408,5,2,1
8174,"SUPPLY OF 50 TRICYCLES FOR POVERTY ALLEVIATION INTERVENTION FOR YOUTHS AND WOMEN IN DIKWA/MAFA/KONDUGA LGAâ€™S, BORNO STATE.",30000000,3,2,,localGovernment,149,1,2,1
8175,"158 UNITS OF MOTORCYCLE AT N112,000 FOR YOUTH EMPOWERMENT AT IFELODUN/OYUN/OFFA LGAS OF KWARA STATE",17700000,3,2,2015-01-01,localGovernment,486,1,2,1
8176,"CONSTRUCTION OF TWO (2) CLASSROOMS AND TOILET AT GARIN KUJAMA, KUJAMA WARD, CHIKUN LGA, KADUNA STATE",6416667,10,173,2016-01-01,localGovernment,332,6,2,1
8177,"-2 CLASSROOMS & TOILET @ DUTSE FADAN KAGORO, KAURA LGA. KADUNA STATE",6240420,10,173,2016-01-01,localGovernment,343,6,2,1
8178,SKILL ACQUISITION TRAINING IN KATSINA CENTRAL FED CONST KATSINA STATE.,20238095,31,220,2017-01-01,localGovernment,419,5,2,1
8179,"VOCATIONAL TRAINING IN VARIOUS LOCATIONS IN BURUTU FEDERAL CONSTITUENCY, DELTA STATE.",20000000,1,122,,localGovernment,197,1,2,1
8180,"PROCUREMENT OF RELIEF MATERIALS FOR IDPS IN ABAKALIKI LGA,EBONYI STATE",13000000,29,35,2017-01-01,localGovernment,213,1,2,1
8181,PAYMENT OF OUTSTANDING LIABILITIES OF 2013 MDG PROJECTS IN BAUCHI CENTRAL SENATORIAL DISTRICT,45000000,17,378,2015-01-01,localGovernment,771,1,2,1
8182,"PROCUREMENT OF SEWING MACHINES, GRANDING MACHINES,HAIR CLIPPERS,HAIR DRYERS FOR YOUTH EMPOWERMENT IN UKWA WEST, FEDERAL CONSTITUENCY, ABIA STATE.",50000000,16,190,2017-01-01,localGovernment,15,1,2,1
8183,"CONSTRUCTION OF THREE BLOCK OF CLASSROOMS FULLY EQUIP IN AGWARA/BORGU FEDERAL CONSTITUENCY, NIGER STATE",45000000,31,69,,localGovernment,524,1,2,1
8184,"PROVISION OF COMPUTERS TO SELECTED SCHOOL IN ISOKO FEDERAL CONSTITUTENCY, DELTA STATE",80000000,1,69,,localGovernment,194,1,2,1
8185,"EMPOWERMENT PACKAGE FOR WOMEN AND YOUTHS IN OLOIBIRI, ANYAMA AND EMEYAL CLANS, OGBIA LGA, BAYELSA STATE",80000000,3,2,2016-01-01,localGovernment,115,1,2,1
8186,HCT AND FREE MEDICAL MISSION IN NKWERRE/ISU/NWANGELE/NJABA LGAs OF IMO STATE,50000000,29,194,2017-01-01,localGovernment,293,5,2,1
8187,"FREE MEDICAL OUTREACH AND HEALTH EDUCATION/ADVOCACY IN AGUATA FEDERAL CONSTITUENCY, ANAMBRA STATE.",20000000,16,218,1/1/2018,localGovernment,71,5,2,1
8188,"SUPPLY OF USED GOLF VOLKSWAGEN CARS TO IDANRE / IFEDORE FEDERAL CONSTITUENCY, ONDO STATE",20000000,26,27,2018-01-01,localGovernment,576,5,2,1
8189,"SOLAR POWERED BOREHOLE AT SABON GARI, RIMAU WARD, KAJURU LGA, KADUNA STATE",10500000,28,240,2016-01-01,localGovernment,342,6,2,1
8190,WOMEN/YOUTH SKILL ACQUISITION TRAINING ON HOUSEHOLD DOMESTIC PRODUCE IN SAFANA/BATSARI/DANMUSA FED CONST KATSINA STATE,30000000,23,229,2017-01-01,localGovernment,399,5,2,1
8191,"HOSPITAL PROJECT: CONSTURCTION OF 7NOS HEALTH CENTRE, TO BE SITUATED AT THE HEADQUARTERS OF EACH OF THE LOCAL GOVT AREAS OF BAUCHI NORTH SENATORIAL DISTRICT, BAUCHI STATE.","21,000,000",18,45,2016-01-01,localGovernment,92,1,2,1
8192,"SUPPLY OF 1500 MODERN PLASTIC SCHOOL TABLES AND CHAIRS TO SCHOOLS IN IFELODUN/OYUN/OFFA LOCAL GOVERNMENT AREA, KWARA STATE",20000000,10,173,01/01/2017,localGovernment,804,1,3,1
8193,"CONSTRUCTION OF CIVIC CENTRE AT UMUNGAKWU EGBEREDE NGURU ABOH MBAISE IN IMO EAST SENATORIAL DISTRICT, IMO STATE.",20000000,29,244,2017-01-01,localGovernment,279,5,2,1
8194,"CONSTRUCTION OF MOTORIZED WATER BOREHOLE WITH OVERHEAD TANK AT AGUIBEJI AUTONOMOUS COMMUNITY, IGBO EZE NORTH LGA, ENUGU STATE",10000000,28,232,2016-01-01,localGovernment,259,6,2,1
8195,"""TRAINING AND EMPOWERMENT IN AGRICULTURE FOR WOMEN AND YOUTHS IN EKEREMOR TOWN, EKEREMOR LGA IN BAYELSA WEST SENATORIAL DISTRICT OF BAYELSA STATE.""",50000000,20,1,2018-01-01,localGovernment,112,5,2,1
8196,"PROVISION OF 2 NOS. MOTORISED BOREHOLES EQUIPPED WITH SOLAR PUMP AT AKE AND IKHUERAN-OTUO IN OWAN EAST LGA, EDO STATE.",20000000,28,295,2015-01-01,localGovernment,778,1,2,1
8197,"RENOVATION OF A BLOCK OF 3 CLASSROOMS AT PAKATA LGEA PRIMARY SCHOOL ALANAMU WARD, ILORIN WEST LGA, KWARA STATE",10288572,10,173,01/01/2017,localGovernment,804,1,3,1
8198,"CONSTRUCTION OF MOTOR PARK SHELTER/BUNGALOW AT OKE- AGBE GARAGE IN ONDO NORTH SENATORIAL DISTRICT, ONDO STATE",10000000,23,298,2016-01-01,localGovernment,569,5,2,1
8199,"SUPPORT PROGRAM FOR FARMERS
ASSOCIATION IN EFON/EKITI WEST/IJERO IN EKITI STATE",20000000,16,219,01/06/2019,localGovernment,238,5,2,1
8200,"PUBLIC AWARENESS/SENSITIZATION PROGRAMS ON THE ILLS OF HUMAN TRAFFICKING, CHILD ABUSE AND ORGAN HARVESTING IN NIGER SOUTH SENATORIAL
DISTRICT, NIGER STATE.",50000000,16,266,1/1/2018,localGovernment,792,5,2,1
8201,"HIV/MALARIA/TUBERCULOSIS AWARENESS CAMPAIGN AND MEDICAL OUTREACH AT IBADAN NORTH FEDERAL CONSTITUENCY, IBADAN NORTH LGA, OYO STATE",9000000,4,329,2017-01-01,localGovernment,624,5,2,1
8202,"SUPPLY OF 4 NOS TOYOTA 18 SEATER BUS (HIGH ROOF)EACH COST 46,181,230.00 IN ORON AKWA IBOM SOUTH SENATORIAL DISTRICT, AKWA IBOM STATE.",184724920,35,316,2017-01-01,localGovernment,64,1,2,1
8203,"SUPPLY OF MOTORCYCLES TO OKEHI
LGA, KOGI STATE",10000000,18,45,6/1/2019,localGovernment,469,5,2,1
8204,"COMPLETION OF ELECTRIFICATION OF SILLI-GANGIR IN GUYUK/SHELLONG FED. CONST., ADAMAWA STATE.",20000000,28,311,2015-01-01,localGovernment,24,1,2,1
8205,"SUPPLY OF BOOKS AND FURNISHING OF AGAIE LIBRARY, AGAIE LGA, NIGER STATE",6000000,28,311,2017-01-01,localGovernment,523,5,2,1
8206,"CONSTRUCTION AND REHABILITATION OF CONSTITUENCY RURAL ROAD, SHEIKH AGBARIGIDOMA - OLOJE, ILORIN WEST LGA, KWARA CENTRAL SENATORIAL DISTRICT, KWARA STATE",50000000,5,368,2017-01-01,localGovernment,481,2,2,1
8207,SUPPLY OF DRUGS AND VACCINES TO VARIOUS COMMUNITIES IN GAJI/ NASARAWA STATE.,8000000,4,319,1/1/2018,localGovernment,791,5,2,1
8208,"ADVOCACY PROGRAMME FOR BASIC SCH+A28:F41KADUNA NORTH FEDERAL CONSTITUENCY, KADUNA STATE.",100000000,23,287,6/1/2019,localGovernment,339,5,2,1
8209,PROVISION OF INSTRUCTIONAL/LEARNING MATERIALS,175000000,10,173,01/01/2017,localGovernment,804,1,3,1
8210,SUPPLY OF TRICYCLES IN SOUTHERN IJAW L.G.A BAYELSA STATE,50000000,3,2,2016-01-01,localGovernment,117,1,2,1
8211,"PAYMENT FOR PROVISION OF SOLAR STREET LIGHT IN OGBARU FEDERAL CONSTITUENCY, ANAMBRA STATE (2016 APPROPRIATION) (ON-GOING)",35000000,28,232,2017-01-01,localGovernment,86,1,2,1
8212,"COMPLETION OF CLASSROOM BLOCK, GROUP SCHOOL, IKOT OBIO NSO, MKPAT ENIN LGA, IKOT ABASI/MKPAT ENIN/EASTERN OBOLO FEDERAL CONSTITUENCY, AKWA IBOM STATE","10,000,000",28,231,2019-06-01,localGovernment,57,5,2,1
8213,"STRATEGIC EMPOWERMENT FOR WOMEN AND PURCHASE OF MOTOCYCLES
STRATEGIC EMPOWERMENT FOR WOMEN AND PURCHASE OF MOTOCYCLES
STRATEGIC EMPOWERMENT FOR WOMEN AND PURCHASE OF MOTOCYCLES
STRATEGIC EMPOWERMENT FOR WOMEN AND PURCHASE OF MOTOCYCLES
350,000,000 each",1400000000,18,45,2015-01-01,localGovernment,796,1,2,1
8214,SUPPLY OF FISHING EQUIPMENT IN WARRI FEDERAL CONSTITUENCY DELTA STATE,10000000,5,1,2017-01-01,localGovernment,204,1,2,1
8215,"PROVISION OF VULCANIZING TRAINING WITH STARTER PACK FOR 30 PARTICIPANTS IN EKITI SOUTH FEDERAL CONSTITIUENCY II, GBONYIN/EMURE/EKITI EAST LGA, EKITI STATE:",60800000,28,295,2017-01-01,localGovernment,236,1,2,1
8216,"CONSTRUCTION OF CLASSROOM BLOCKS (280M SQR. GFA) + VIP TOILET AND FURNITURE IN EWEKORO LGA, OGUN CENTRAL SENATORIAL DISTIRCT, OGUN STATE.",12000000,10,237,2015-01-01,localGovernment,553,1,2,1
8217,SUPPLY OF 10 NOS. OF YAMAHA 40 HORSE POWER OUTBOARD BOAT ENGINE TO BOMADI / PATANI FEDERAL CONSTITUENCY IN DELTA STATE,20000000,29,254,2015-01-01,localGovernment,196,1,2,1
8218,"CONSTRUCTION  OF 1 NO. BOREHOLE AT OBANLIKU/ OBUDU/BEKWARRA FEDERAL CONSTITUENCY, CROSS RIVER STATE",11000000,28,231,6/1/2019,localGovernment,181,5,2,1
8219,"CONSTRUCTION OF 1NO. SOLAR POWERED BOREHOLE IN EFO AMURO, MOPA/AMURO LGA, KOGI WEST SENATORIAL DISTRICT, KOGI STATE.",19734000,35,316,2017-01-01,localGovernment,466,5,2,1
8220,"SUPPLY OF MEDICAL EQUIPMENT AND DRUGS TO HOSPITALS AND PATIENTS IN AKOKO EDO FEDERAL CONSTITUENCY, EDO STATE.",25000000,4,101,2017-01-01,localGovernment,221,1,2,1
8221,"""PROVISION OF EMPOWERMENT EQUIPMENT IN DAURA
/MAIâ€™ADUA/SANDAMU FED. CONSTITUENCY KATSINA STATE""",5500000,29,244,2016-01-01,localGovernment,408,6,2,1
8222,"PROCUREMENT AND SUPPLIES OF EMPOWERMENT MATERIALS FOR YOUTH AND WOMEN IN GAYA/ALBASU/AJINGI, KANO STATE",12000000,23,192,2016-01-01,localGovernment,370,1,2,1
8223,"SUPPLY OF 500 MOTORCYCLES TO KANO SOUTH SENATORIAL DISTRICT, KANO STATE",140000000,29,35,1/1/2018,localGovernment,785,5,2,1
8224,PROCUREMENT OF AGRICULTURAL INPUTS I.E. NAPSAKS AND HERBICIDES FOR BAUCHI SOUTH SENATORIAL DISTRICT,20000000,28,253,2015-01-01,localGovernment,92,1,2,1
8225,"ONE (1) LIBRARY FOR SECONDARY SCHOOL IN OKITI PUPA/ IRELE FEDERAL CONSTITUENCY, ONDO STATE",18000000,10,237,2018-01-01,localGovernment,583,5,2,1
8226,"SENSITIZATION AND ADVOCACY POLICY FOR CHILDREN AND YOUTH IN FIKA/FUNE FED. CONST., YOBE STATE.",18200000,36,219,2015-01-01,localGovernment,733,1,2,1
8227,"SUPPLY OF 15 NOS TRYCYCLE PICKUP (SMALL) TO CALABAR/ODUKPANI FEDERAL CONSTITUENCY, CROSS RIVER STATE. (SPO2)",15750000,18,45,2017-01-01,localGovernment,170,1,2,1
8228,"REHABILITATION OF THREE CLASSROOMS AT ULI, IHIALA LGA, ANAMBRA STATE.",19000000,10,237,2016-01-01,localGovernment,82,6,2,1
8229,"BIOLOGICAL CONTROL OF DEGRADED ROAD OF OFFA- OJOKU- AFON ROAD IN KWARA SOUTH SENATORIAL DISTRICT,
KWARA STATE.",80000000,11,356,1/1/2018,localGovernment,486,5,2,1
8230,"SUPPLY OF 2.5KVA GENERATORS FOR EMPOWERMENT IN NASARAWA NORTH
SENATORIAL DISTRICT, NASARAWA STATE.",30000000,18,45,1/1/2018,localGovernment,791,5,2,1
8231,"SUPPLY OF COMPUTERS AND OTHER ICT EQUIPMENTS AT G.G.S.S, TULA KALTUNGO LGA, GOMBE STATE.",20000000,10,376,2015-01-01,localGovernment,272,1,2,1
8232,"YOUTH DEVELOPMENT CENTRE-MPU, ANINRI LGA, ENUGU STATE",230000,27,288,2015-01-01,localGovernment,265,1,2,1
8233,"CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS WITH OFFICE AT ITUMU AND AKKO VILLAGE IN AKKO LGA, GOMBE STATE.",10000000,10,173,01/01/2017,localGovernment,804,1,3,1
8234,"""VOCATIONAL SKILL TRAINING FOR WOMEN AND YOUTHS IN UKANAFUN/ORUK ANAM FEDERAL
CONSTITUENCY, AKWA IBOM STATE""","45,000,000",29,239,2019-06-01,localGovernment,67,5,2,1
8235,"CONSTRUCTION OF SIX (6) MOTORISED SOLAR BOREHOLES AND EIGHT (8) HAND PUMP BOREHOLES IN IKOLE / OYE FEDERAL CONSTITUENCY, EKITI STATE
(2017)","36,000,000",29,244,01/06/2019,localGovernment,245,2,2,1
8236,"PROVISION OF 2 SOLAR BOREHOLE ASA LG AND ILORIN WEST LG, KWARA STATE",10600000,23,235,2016-01-01,localGovernment,475,1,2,1
8237,"PRINTING AND DISTRIBUTION OF EDUCATIONAL MATERIALS TO SCHOOLS IN DUKKU/NAFADA FEDERAL CONSTITUENCY, KATSINA STATE",90000000,29,244,2016-01-01,localGovernment,786,6,2,1
8238,"EMPOWERMENT PROGRAMME FOR SCHOOL TEACHERS/INDIGENT STUDENTS IN LAGOS WEST SENATORIAL DISTRICT, LAGOS STATE",320000000,10,1,2015-01-01,localGovernment,790,1,2,1
8239,"SUPPLY OF VARIOUS ITEMS FOR COMMUNITY/YOUTH EMPOWERMENT PROGRAMME IN LAGOS WEST SENATORIAL DISTRICT, LAGOS STATE",200000000,3,122,2015-01-01,localGovernment,790,1,2,1
8240,"EMPOWERMENT PROGRAMME FOR
WOMEN AND YOUTH IN OSUN EAST SENATORIAL DISTRICT, OSUN STATE.",100000000,16,190,1/1/2018,localGovernment,795,5,2,1
8241,"SUPPLY OF MOTORCYCLES, GRINDING MACHINE, SEWING MACHINE AND WATER PUMPING MACHINE FOR EMPOWERMENT OF YOUTHS AND WOMEN. KBR, TORO FED. CONST. BAUCHI STATE.","46,000,000",29,244,2019-06-01,localGovernment,108,5,2,1
8242,"PROVISION OF ROOFING SHEETS AT ASKIRA-UBA/HAWUL LGA,BORNO STATE",20000000,30,50,2017-01-01,localGovernment,143,1,2,1
8243,"PROVISION OF 20 SMOKE FISH EQUIPMENT IN WARRI FEDERAL CONSTITUENCY, DELTA STATE",6320000,1,2,,localGovernment,204,1,2,1
8244,"CONSTRUCTION OF BOREHOLE WITH STANCHION, TANKS, SUPPLY LINES AND A GENERATING SET,  AT OREDO LGA, WARD 2, EKAE COMMUNITY, EDO SOUTH SENATORIAL DISTRICT, EDO STATE",4000000,20,281,2016-01-01,localGovernment,229,5,2,1
8245,"HANDPUM BOREHOLE IN YAURI/NGASKI/SHANGA FED.
CONSTITUTENCY, KEBBI STATE",28214286,28,284,1/1/2018,localGovernment,447,2,2,1
8246,"SUPPLY OF AUTO ENGINEERING WORKSHOP EQUIPMENT FOR CITY SCIENCE AND TECHNICAL ACADEMY, BENUE NORTH EAST SENATORIAL DISTIRCT, BENUE STATE.",26000000,18,45,2019-06-01,localGovernment,773,5,2,1
8247,"ELECTRIFICATION OF JULURI TO GARIN MAI NDORE TO DAMNAWA IN BURSARI/ GAIDAM/YUNISARI FEDERAL
CONSTITUENCY, YOBE  STATE",30777778,22,333,1/1/2018,localGovernment,730,2,2,1
8248,"ANEKEORJI â€“ AMAGU ROAD â€“EROSION CONTROL PROJECT, ANINRI  LGA, ENUGU STATE",60000000,28,232,2016-01-01,localGovernment,265,2,2,1
8249,"132KVA/33 SUBSTATION AT IBEKU/AMAOHURU NGURU, IMO STATE",90000000,22,168,2015-01-01,localGovernment,782,1,2,1
8250,"PROCUREMENT OF TRI-CYCLES FOR OSUN,EAST SENATORIAL DISTRICT, OSUN STATE.",37500000,3,122,2015-01-01,localGovernment,795,1,2,1
8251,"TRAINING & EMPOWERMENT OF YOUTH & WOMEN IN WASTE-TO-WEALTH MANAGEMENTIN ZANGO KATAF/JABA
LGAS, KADUNA STATE",20000000,23,335,1/1/2018,localGovernment,352,5,2,1
8252,"PROVISION OF GENERATING SETS FOR RURAL ELECTRICFICATION IN RIVERS EAST SENATORIAL DISTRICT, RIVERS STATE.",10000000,28,280,2015-01-01,localGovernment,798,1,2,1
8253,"EMPOWERNMENT MATERIAL;  WATERPUMPS FOR ABADAM, GUZAMALA, KUKAWA, MOBBAR L.G.A, BORNO STATE",33000000,3,122,2017-01-01,localGovernment,142,1,2,1
8254,"INSTALLATION OF 2 UNITS 500 KVA TRANSFORMER 33/0.451KV AT RATE OF 9,042,750 EACH IN VARIOUS LOCAL GOVT. IN OYO SOUTH SENATORIAL DISTRICT, OYO STATE.",18085500,28,279,2017-01-01,localGovernment,645,5,2,1
8255,"SUPPLY OF 500 UNITS OF GRINDING MACHINES AT 60,000 PER UNIT FOR ILORIN WEST/ASA LGA",30000000,3,122,2015-01-01,localGovernment,475,1,2,1
8256,"CONSTRUCTION OF A BLOCK OF 3 CLASSROOMS WITH VIP TOILET, FURNITURE, BOOKS, WATER HANDPUMP IN NSUGBE, ANAMBRA EAST LGA , ANAMBRA STATE",20000000,10,376,2015-01-01,localGovernment,72,1,2,1
8257,"PURCHASE OF GRAINS FOR DISPLACED PERSONS IN WUDIL/GARKO FEDERAL CONSTITUENCY, KANO STATE.",10000000,29,254,2017-01-01,localGovernment,398,5,2,1
8258,"CONSTRUCTION OF TUBE WELLS FOR IRRIGATION EQUIPPED WITH WATER PUMPS AND ACCESSORIES IN KATSINA NORTH SENATORIAL DISTRICT, KATSINA STATE",80000000,29,244,2017-01-01,localGovernment,419,5,2,1
8259,CONSTRUCTION OF SOLAR STREET LIGHT IN GOMBE CENTRAL,25000000,23,247,2015-01-01,localGovernment,276,1,2,1
8260,"CONSTRUCTION OF 10 NOS. SOLAR SBOREHOLE IN SEVERAL LOCATIONS IN OGBARU FEDERAL CONSTITUENCY, ANAMBRA STATE",30000000,26,232,2016-01-01,localGovernment,86,6,2,1
8261,"SUPPLY OF TRICYLES, MOTORCYCLES, GRINDING MACHINES & SEWING MACHINES TO DAMATURU, GUJBA/TARMUWA AND GULANI LGA, YOBE STATE.",50000000,3,122,2015-01-01,localGovernment,731,1,2,1
8262,"SUPPLY OF 8 NOS. 15 SEATER TOYOTA HIACE BUSES FOR MASS TRANSIT IN ISHIELU LGA, EBONYI STATE",50000000,3,122,2015-01-01,localGovernment,214,1,2,1
8263,"CONSTRUCTION OF SIX CLASSROOM PUBLIC PRIMARY SCHOOL AND PROVISIO OF FURNITURE WITH SOLAR POWERED WATER FACILITY IN SHARGALLE, DUTSI LGA, KATSINA NORTH SENATORIAL DISTRICT",30000000,29,244,2015-01-01,localGovernment,409,1,2,1
8264,"SUPPLY OF MOTORCYCLES IN  KATSINA NORTH SENATORIAL DISTRICT, KASTINA
STATE.",40000000,35,35,6/1/2019,localGovernment,786,5,2,1
8265,SUPPLY OF MOTOR CYCLE IN IBADAN SOUTH WEST/NORTH WEST FED. CONST. OYO STATE,19000000,28,279,2017-01-01,localGovernment,627,5,2,1
8266,"""RENOVATION OF SEAT OF WISDOM
COLLEGE SCHOOL NSUGBE, ANAMBRA STATE.""","10,000,000",10,237,2019-06-01,localGovernment,770,5,2,1
8267,"EMPOWERMENT: SUPPLY OF 50 NITS OF TRICYCLES TO LAGOS ISLAND I FEDERAL CONSTITUENCY, LAGOS STATE.",54666666,30,316,2017-01-01,localGovernment,503,5,2,1
8268,"PROCOUREMENT/SUPPLY OF OUTBOARD ENGINES FOR FISHERMEN IN IBEJU LEKKI,
FEDERAL CONSTITUENCY, LAGOS STATE.",20000000,29,1,1/1/2018,localGovernment,790,5,2,1
8269,"PROVISION OF TWO BLOCKS OF
CLASSROOMS IN OHIMINI LGA, BENUE STATE",8000000,10,173,1/2/2018,localGovernment,136,5,2,1
8270,"COMPLETION OF CONSTRUCTION OF 3 CLASSROOMS BLOCK WITH VIP TOILETS, 1NO. HANDPUMP AND FURNISHING IN YUSUFARI HIGH ISLAM, YUSUFARI LGA, YOBE STATE.",6000000,28,238,2017-01-01,localGovernment,745,1,2,1
8271,"PROVISION OF SEWING MACHINES FOR BAMA LGA, BORNO STATE.",20000000,3,122,2015-01-01,localGovernment,144,1,2,1
8272,"MEDICAL OUTREACH FOR IMO WEST
SENATORIAL DISTRICT",66666667,18,45,1/1/2018,localGovernment,782,5,2,1
8273,"FINAL PAYMENT TO INFINITE HERITIAGE FOR RENOVATION OF EZEAGBOGU HEALTH CENTRE, IMO STATE",4000000,23,278,01/06/2019,localGovernment,782,2,2,1
8274,"SUPPLY OF PLANTER TO KUMBOTSO,KANO STATE",4262500,5,337,2017-01-01,localGovernment,379,5,2,1
8275,"CONSTRUCTION OF PRIMARY HEALTHCARE$ MEDICAL EQUIPMENT IN KONKYAL WARD, DARAZO L.G.A BAUCHI STATE",30000000,3,2,2017-01-01,localGovernment,92,1,2,1
8276,"PROVISION OF AGRICULTURAL TRAINING CENTRE AT AGEVA, KOGI STATE",9000000,5,330,1/1/2018,localGovernment,788,5,2,1
